file	Long	size
method	boolean	exists
var	long	result
method	long	lastmodified
method	boolean	directory
method	Resource	other
file	Reference	loader
var	ClassLoaderWithFlag	class loader
var	boolean	cl needs cleanup
var	List	al
var	int	sz
file	int	null archive
file	boolean	have entry
file	boolean	mode set
method	File	a
method	Resource	another
method	Object	another
var	ArchiveResource	r
file	Union	zips
file	Union	tars
var	Archives	a
file	List	rc
file	Collection	coll
var	ResourceCollection	resource collection
var	boolean	go early
var	BaseResourceCollectionContainer	c
var	FileResourceIterator	result
method	Resource	foo
method	Resource	bar
file	List	resource comparators
var	List	ov
var	ResourceComparator	resource comparator
var	FileProvider	foo fp
var	File	foofile
var	FileProvider	bar fp
var	File	barfile
file	String	one nested
file	ResourceComparator	nested
var	int	read now
var	Set	hs
file	WeakHashMap	map
var	Set	s
method	FailFast	f
file	Iterator	wrapped
file	int	null file
method	File	b
var	File	p
var	FileProvider	other fp
var	File	of
var	int	compare files
var	FileResource	otherfr
var	String	absolute path
var	File	newfile
var	FileResource	file resource
var	FileResource	result
file	Iterator	empty iterator
file	Vector	additional patterns
var	int	fct
var	int	dct
var	PatternSet	pattern set
var	Files	f
var	String[]	include patterns
var	String[]	exclude patterns
var	Iterator	rc
var	String	constant
var	String	fieldname
var	AbstractClasspathResource.ClassLoaderWithFlag	class loader
var	JavaResource	otherjr
var	Path	op
file	List	cached resources
file	FilteringIterator	filtering iterator
file	boolean	ended
file	int	cusrsor
file	LogOutputStream	output stream
var	MappedResource	m
var	String	my name
var	String	other name
file	ResourceCollection	nested
file	Collection	cached coll
var	MappedResourceCollection	c
var	Collection	collected
file	SetType	type
file	List	base dirs
method	String	dirs
var	String[]	ds
var	MultiRootFileSet	fs
var	String[]	merged
file	int	property magic
file	InputStream	unset
file	ArrayList	text documents
file	Union	cached resources
file	boolean	cached
var	Reader	input
var	Union	stream resources
var	String	expanded line
var	int	colon
file	ResourceCollection	none
file	Collection	cached
file	Iterator	rci
file	Iterator	ri
file	Vector	rc
file	LazyResourceCollectionWrapper	w
method	ResourceSelector	s
file	String	one control message
file	DelegatedResourceComparator	comp
file	Quantifier	against
file	Union	control
file	String	millis or datetime
file	Long	millis
file	TimeComparison	when
method	long	m
method	long	g
method	TimeComparison	c
file	String	one only
file	boolean	tie
var	int	passed
var	int	failed
var	boolean	even
var	int	threshold
file	boolean	cs
file	boolean	handle dir sep
file	RegularExpression	reg
file	Regexp	expression
file	ResourceSelector	sel
file	List	resource selectors
var	ResourceSelector	resource selector
method	long	l
file	String	file attr
file	String	dir attr
file	String	any attr
file	Type	file
file	Type	dir
file	Type	any
method	FileDir	fd
file	String	bad count
file	int	string magic
file	String	group name
file	int	uid
file	int	gid
var	TarInputStream	i
method	TarEntry	e
var	ConcatResourceInputStream	cat
var	InputStreamReader	rdr
var	StringResource	resource
method	boolean	as string
var	Set	all resources
var	List	resource collections
var	LinkedHashSet	result
file	int	null url
method	boolean	close connection
var	int	sc
method	URLConnection	c
var	URLResource	otheru
method	ConnectionUser	u
method	long	default value
file	ZipExtraField[]	extras
file	int	method
method	File	z
var	ZipFile	z
method	ZipEntry	e
file	Vector	selectors list
var	FileSelector[]	result
var	AbstractSelectorContainer	sc
file	String	errmsg
file	String	user provided expression
file	RegularExpression	my reg exp
file	Regexp	my expression
file	String	expression key
file	String	ml key
file	String	sl key
method	String	theexpression
var	String	paramname
var	String	teststr
file	boolean	ignorewhitespace
file	String	case key
file	String	whitespace key
var	String	userstr
file	boolean	include dirs
file	String	millis key
file	String	datetime key
file	String	checkdirs key
file	String	granularity key
file	String	when key
file	String	pattern key
method	int	granularity
method	TimeComparisons	tcmp
method	TimeComparison	t
file	String	min key
file	String	max key
var	String	abs base
var	String	abs file
var	StringTokenizer	tok base
var	StringTokenizer	tok file
var	String	filetoken
var	String	basetoken
file	boolean	ignore file times
file	boolean	ignore contents
var	boolean	same date
file	FileSelector	dynselector
file	Vector	param vec
method	Parameter	p
var	Parameter[]	param array
file	boolean	negated
file	String	regex key
file	boolean	allowtie
method	boolean	tiebreaker
var	int	yesvotes
var	int	novotes
file	File	targetdir
file	FileNameMapper	map
var	String[]	destfiles
var	String	destname
file	Checksum	checksum
var	String	rval
var	CheckedInputStream	check
var	int	hash
file	String	cache prefix
file	String	algorithm prefix
file	String	comparator prefix
file	CacheName	cache name
file	String	cache class
file	AlgorithmName	algo name
file	String	algorithm class
file	ComparatorName	comp name
file	String	comparator class
file	boolean	update
file	boolean	select directories
file	boolean	select resources without input stream
file	boolean	delay update
file	Algorithm	algorithm
file	Cache	cache
file	int	modified
file	boolean	is configured
file	Vector	config parameter
file	Vector	special parameter
file	ClassLoader	my class loader
var	File	cachefile
var	Cache	default cache
var	Algorithm	default algorithm
var	Comparator	default comparator
var	Parameter	parameter
var	Comparator	local comparator
var	Parameter	par
var	Iterator	it special
var	Object	rv
var	Resource	tmp resource
var	boolean	is selected
method	String	cache key
var	String	cached value
var	boolean	rv
method	boolean	seldirs
method	boolean	new value
var	boolean	sd value
var	boolean	update value
var	ComparatorName	cn
var	AlgorithmName	an
var	CacheName	cn
var	IntrospectionHelper	i helper
method	CacheName	name
method	AlgorithmName	name
method	ComparatorName	name
file	Properties	cache
file	boolean	cache loaded
var	UserPrincipal	user
file	boolean	destmustexist
method	FilePresence	fp
file	String	deep tree match
file	SelectorUtils	instance
var	String[]	pat dirs
var	String[]	str dirs
var	int	pat idx start
var	int	pat idx end
var	int	str idx start
var	int	str idx end
var	String	pat dir
method	String[]	tokenized pattern
var	int	pat idx tmp
var	int	pat length
var	int	str length
var	int	found idx
var	String	sub pat
var	String	sub str
var	char[]	pat arr
var	char[]	str arr
var	boolean	contains star
method	char	other
var	char	sep
var	String[]	l
var	long	source last modified
var	long	target last modified
var	int	cnt
method	Object	if property
method	Object	unless property
file	IsSigned	is signed
file	int	kilo
file	int	kibi
file	int	kibi pos
file	int	mega
file	int	mega pos
file	int	mebi
file	int	mebi pos
file	long	giga
file	int	giga pos
file	long	gibi
file	int	gibi pos
file	long	tera
file	int	tera pos
file	long	tebi
file	int	tebi pos
file	int	end pos
file	String	size key
file	String	units key
file	long	multiplier
file	long	sizelimit
method	ByteUnits	units
method	SizeComparisons	when
var	SizeComparisons	scmp
file	TokenizedPath	empty path
file	boolean[]	cs scan only
file	boolean[]	cs then non cs
file	String[]	tokenized path
var	String[]	tokens
var	boolean[]	match case
var	int	current
file	TokenizedPattern	empty pattern
method	String	pat
var	int	new len
var	String[]	new pats
var	String	to strip
file	String	type key
method	FileType	file types
var	FileType	t
file	List	provider list
var	Provider	provider
var	ByteArrayOutputStream	array out
file	boolean	user name set
file	boolean	group name set
file	boolean	user id set
file	boolean	group id set
var	TarScanner	zs
var	TarFileSet	zfs
var	TarEntry	entry
var	TarInputStream	ti
file	TimeComparison	before
file	TimeComparison	after
file	TimeComparison	equal
method	long	t1
method	long	t2
var	int	cmp
var	long	abs
file	Vector	elements
file	Path	catalog path
file	String	apache resolver
file	String	catalog resolver
var	Path	nested classpath
var	Path	nested catalog path
var	SAXSource	source
file	CatalogResolver	catalog resolver
var	ClassLoader	apache resolver loader
var	Class	base resolver class
var	ClassLoader	base resolver loader
var	ResourceLocation	element
var	int	hash pos
method	ResourceLocation	matching entry
var	InputSource	source
var	File	test file
var	File	res file
var	String	sysid
var	URL	entry url
var	InputSource	result
var	SAXSource	result
var	ResourceLocation	entry copy
file	Method	set xml catalog
file	Method	parse catalog
file	Method	resolve entity
file	Method	resolve
file	Object	resolver impl
file	boolean	external catalogs processed
var	Path	cat path
var	String[]	cat path list
var	File	cat file
file	boolean	preset defed
method	UnknownElement	u
var	List	new children
method	RuntimeConfigurable	w
var	PreSetDef.PreSetDefinition	def
var	String	child name
var	Object	real child
var	Task	child task
var	UnknownElement	other
var	int	children size
method	String	b
var	RuntimeConfigurable	copy rc
var	UnknownElement	ue child
var	UnknownElement	copy child
file	int	byte
file	int	pos 0 mask
file	int	pos 1 mask
file	int	pos 1 shift
file	int	pos 2 mask
file	int	pos 2 shift
file	int	pos 3 mask
file	int	pos 3 shift
file	char[]	alphabet
method	byte[]	octet string
var	int	bits24
var	int	bits6
var	char[]	out
var	int	out index
var	List	inputs
var	List	results
var	Iterator	m iter
file	String	reuse loader ref
var	String	path id
var	Object	path
var	String	loader id
method	boolean	reuse loader
var	Object	reused loader
method	ClassLoader	user defined loader
method	Class	expected type
method	ProjectComponent	component
file	String	classpath id
method	String	fcqn
file	List	empty list
method	Vector	v1
method	Vector	v2
method	Dictionary	d1
method	Dictionary	d2
var	Enumeration	e1
var	Object	value1
var	Object	value2
method	Dictionary	m1
method	Dictionary	m2
var	K	key
var	Enumeration	it
var	int	freq
var	Object	test
var	LinkedHashSet	results
file	InputStream	current stream
file	ProjectComponent	managing pc
file	List	mappers
var	boolean	foundit
var	FileNameMapper	next
file	int	one minute
file	int	one hour
file	int	ten
file	String	iso8601 datetime pattern
file	String	iso8601 date pattern
file	String	iso8601 time pattern
file	DateFormat	date header format
file	DateFormat	date header format int
file	MessageFormat	minute seconds
file	double[]	limits
file	String[]	minutes part
file	String[]	seconds part
file	ChoiceFormat	minutes format
file	ChoiceFormat	seconds format
method	long	date
var	TimeZone	gmt
var	int	day of the year
var	int	year in metonic cycle
var	int	epact
var	StringBuffer	tz marker
method	String	datestr
file	int	max loops
file	Path	class path
file	boolean	determined
file	Vector	file dependencies
file	Vector	class dependencies
var	String	class location
var	String	source location
method	Object	info
method	String	resource location
var	Hashtable	next analyze
var	String[]	interfaces
var	String	interface name
var	String	super class
var	Hashtable	temp
method	ConstantClass	constant class
method	ConstantNameAndType	obj
var	char	start
var	int	index2
var	String	signature
var	DependencyVisitor	dependency visitor
var	DescendingVisitor	traverser
var	Enumeration	deps enum
file	int[]	components
method	DeweyDecimal	other
var	int	component1
var	int	component2
file	int	hex
file	String[]	ws entities
file	boolean	xml declaration
file	XmlNamespacePolicy	namespace policy
file	HashMap	ns prefix map
file	int	next prefix
file	HashMap	ns uri by element
file	boolean	qualify elements
file	boolean	qualify attributes
file	XmlNamespacePolicy	ignore
file	XmlNamespacePolicy	only qualify elements
file	XmlNamespacePolicy	qualify all
file	String[]	known entities
method	Writer	out
method	int	indent
method	String	indent with
var	boolean	has children
var	boolean	has child elements
var	NamedNodeMap	attrs
method	boolean	encode whitespace
var	int	prev end
var	int	cdata end pos
var	int	illegal char pos
var	int	prev legal char pos
method	String	ent
method	Element	parent
var	Element	e
var	Text	t
var	CDATASection	c
file	String	user choice
file	String	magic value
file	Path	implementation classpath
var	List	tmp
var	String[]	curr
var	String[]	res
method	String	chosen impl
file	int	delete retry sleep millis
file	int	expand space
file	FileUtils	primary instance
file	boolean	on netware
file	boolean	on dos
file	boolean	on win9 x
file	int	buf size
file	long	fat file timestamp granularity
file	long	unix file timestamp granularity
file	long	ntfs file timestamp granularity
file	Object	cache from uri lock
file	String	cache from uri request
file	String	cache from uri response
method	FilterSetCollection	filters
var	String	udir
var	int	nextsep
var	StringBuffer	path
var	PathTokenizer	tokenizer
var	String	path component
var	Stack	s
var	String[]	dissect
var	String	this token
var	char[]	ca
var	StringBuffer	sb path
var	String	os path
var	boolean	is absolute
var	String	device
var	StringBuffer	directory
var	int	dir end
method	File	parent dir
file	String	null placeholder
var	SymbolicLinkUtils	u
method	File	leading
var	File	f1 normalized
var	File	f2 normalized
var	String	local file name
var	FilenameFilter	ff
var	long	source time
var	long	dest time
method	Writer	device
method	Reader	device
method	OutputStream	device
method	InputStream	device
method	Channel	device
var	JarURLConnection	juc
var	JarFile	jf
method	AutoCloseable	ac
method	boolean	run gc
var	String[]	from path stack
var	String[]	to path stack
var	int	min length
var	int	same
var	List	relative path stack
var	String	normalized path
method	List	path stack
method	char	separator char
var	InputStreamReader	is
file	String	from prefix
file	String	from postfix
file	int	prefix length
file	int	postfix length
file	String	to prefix
file	String	to postfix
file	boolean	from contains star
file	boolean	to contains star
var	String	mod name
var	IdentityStack	result
var	IdentityHashMap	map
var	Object	e
file	URI	dest uri
file	String	default destination
var	ProxySelector	selector
var	Iterator	proxies
var	Proxy	proxy
var	SocketAddress	address
var	InetSocketAddress	ina
file	boolean	is dos
file	boolean	is netware
file	boolean	is aix
file	int	java version number
file	DeweyDecimal	parsed java version
file	int	version 1 0
file	int	version 1 1
file	int	version 1 2
file	int	version 1 3
file	int	version 1 4
file	String	java 1 5
file	int	version 1 5
file	String	java 1 6
file	int	version 1 6
file	String	java 1 7
file	int	version 1 7
file	String	java 1 8
file	int	version 1 8
file	String	java 1 9
file	int	version 1 9
file	String	java 9
file	int	version 9
file	boolean	kaffe detected
file	boolean	classpath detected
file	boolean	gij detected
file	boolean	harmony detected
file	Vector	jre packages
var	File	j executable
method	String	command name
var	File	executable
file	SAXParserFactory	ns parser factory
file	DocumentBuilderFactory	builder factory
method	SAXException	e
var	Exception	nested
file	ArrayList	logical lines
file	HashMap	keyed pair lines
file	boolean	remove comments
var	byte[]	ba
var	Pair	p
var	LayoutPreservingProperties	dolly
var	LogicalLine	line
var	int	skip lines
var	int	total lines
var	boolean	written sep
var	PushbackReader	pbr
var	boolean	continuation
var	boolean	comment
var	StringBuffer	file buffer
var	StringBuffer	logical line buffer
method	PushbackReader	r
var	int	tb
var	StringBuffer	buffy
method	boolean	escape all spaces
var	String	for escaping
var	String	escaped
var	boolean	leading space
var	Object	dolly
method	String	chars
file	boolean	always create
file	boolean	opened
file	boolean	init all done
var	byte[]	new buffer
var	int	outlen
method	byte[]	line
file	OutputStream	stream
file	byte[]	eol
file	int	not a char
file	String	line end
file	int	pushed
file	boolean	include delims
file	LinkedHashMap	map
method	K	k
method	V	v
var	Thread	current thread
file	String[]	merged file
file	int	max ascii
var	String	encoded
var	int	input len
var	char	u
var	int	unescaped
method	int	start idx
file	ReflectWrapper	engine
var	ClassLoader	orig loader
var	Throwable	te
var	ReflectWrapper	manager
var	ReflectWrapper	ret
var	BuildException	deepest
var	Throwable	current
method	Permission	perm
file	BSFEngine	engine
file	BSFManager	manager
var	Hashtable	table
var	String	engine class name
var	BSFManager	m
method	BSFException	be
var	BSFEngine	e
file	long	default timeout millis
method	Funnel	funnel
method	FileType	type
method	Consumer	posix not supported callback
var	FileProvider	f
var	PosixFileAttributeView	view
method	Function	posix not supported fallback
var	long	mode
var	BasicFileAttributes	attrs
method	String	fallback
var	String	jvm name
file	Project	owner
file	String	use system proxies
file	String	http proxy host
file	String	http proxy port
file	String	https proxy host
file	String	https proxy port
file	String	ftp proxy host
file	String	ftp proxy port
file	String	http non proxy hosts
file	String	https non proxy hosts
file	String	ftp non proxy hosts
file	String	http proxy username
file	String	http proxy password
file	String	socks proxy port
file	String	socks proxy username
file	String	socks proxy password
var	String	proxies
file	byte[]	slack
var	byte	result
method	int	limit
method	Class	of class
method	Class[]	arg types
var	Constructor	con
method	Class	arg type
method	Class	arg type1
method	Class	arg type2
method	Exception	t
var	Throwable	t2
file	Perl5Compiler	compiler
file	Perl5Matcher	matcher
var	Pattern	p
var	MatchResult	mr
var	int	c options
file	int	decimal
var	StringBuffer	subst
var	boolean	replace all
var	int	subs options
var	RE	reg
var	int	s options
var	Matcher	m
var	boolean	res
file	int	replace first
file	int	replace all
var	String	system default
file	int	match default
file	int	match case insensitive
file	int	match multiline
file	int	match singleline
method	int	flag
file	RegexpMatcher	reg
file	char[]	to
file	String	iso 8859 1
file	long	max io chunk size
method	ProjectComponent	log to
method	Resource[]	source
method	ResourceFactory	targets
method	ResourceCollection	source
var	ResourceSelectorProvider	p
method	ResourceSelectorProvider	selector
var	Union	result
var	String	sr name
var	String[]	targetnames
var	Union	target coll
var	Resource	t
var	boolean	filter sets available
var	boolean	filter chains available
var	String	effective input encoding
var	boolean	copied
method	boolean	text
var	long	s1
var	long	s2
var	boolean	e1
var	boolean	e2
var	boolean	d1
var	boolean	d2
method	FileProvider	file provider
var	InputStream	in1
var	InputStream	in2
var	int	b2
var	int	b1
var	BufferedReader	in1
var	BufferedReader	in2
var	String	expected
var	String	actual
var	Date	sel
var	Restrict	future
var	FileChannel	src channel
var	FileChannel	dest channel
var	long	position
var	long	count
var	long	chunk
file	int	retry forever
method	Retryable	exe
file	String	util optional package
file	String	bsf package
file	String	bsf manager
file	String	bsf script runner
file	String[]	bsf languages
file	Map	bsf language map
var	AntClassLoader	fix loader
var	File	bsf source
var	boolean	need move runner
var	String	language class name
var	boolean	need move bsf
file	boolean	keep engine
file	String	script
file	ClassLoader	script loader
file	Map	beans
method	Map	dictionary
var	Object	val
method	Object	bean
var	boolean	is valid
method	Resource	source resource
method	ResourceCollection	collection
var	ClassLoader	orig context class loader
file	String	oatau
file	String	util opt
file	String	bsf
file	String	bsf pack
file	String	bsf runner
file	String	javax
file	String	javax manager
file	String	javax runner
var	ScriptRunnerBase	ret
method	String	check manager
method	String	manager class
method	String	runner class
file	ProjectComponent	project component
var	Resource[]	sourceresources
var	Resource[]	outofdate
var	File[]	result
file	String[]	split classes
var	String	simplename
file	String	intra string
file	char[]	delims
file	boolean	delims are tokens
file	boolean	suppress delims
method	String	delims
var	boolean	in token
var	StringBuffer	word
var	StringBuffer	padding
var	boolean	is delim
file	long	kilobyte
file	long	megabyte
file	long	gigabyte
file	long	terabyte
file	long	petabyte
var	Vector	elems
var	boolean	back slash seen
method	String	human size
var	long	factor
var	char	s
var	int	trim
method	Collection	collection
method	CharSequence	separator
file	SymbolicLinkUtils	primary instance
var	File	to test
method	File	link
var	boolean	renamed target
file	OutputStream	left
file	OutputStream	right
file	int	max chars per line
file	int	input buffer size
method	byte[]	data
var	byte	a
var	byte	d1
var	byte	d2
var	byte	d3
var	byte	d4
file	HashSet	set
var	E	e
method	E	o
var	boolean	changed
var	LinkedList	to add
var	VectorSet	vs
method	int	from index
method	int	to index
var	LinkedList	l
var	E	orig
var	int	old index of o
file	Vector	observers
file	boolean	stopped
file	String	error invalid timeout
method	TimeoutObserver	to
var	long	until
file	WeakReference	weakref
file	Object	notify
file	String	error no task
file	String	property schema location
file	String	property no namespace schema location
file	String	feature xsd full validation
file	String	feature xsd
file	String	feature validation
file	String	feature namespaces
file	String	feature jaxp12 schema language
file	String	feature jaxp12 schema source
file	String	uri xsd
file	String	feature external entities
file	String	feature disallow dtd
file	DocumentFragment	fragment
var	Element	e2
file	PrintStream	out stream
file	String	build tag
file	String	target tag
file	String	task tag
file	String	message tag
file	String	name attr
file	String	time attr
file	String	priority attr
file	String	location attr
file	String	error attr
file	String	stacktrace tag
file	Hashtable	thread stacks
file	TimedElement	build element
var	long	total time
var	Text	err text
var	Element	stacktrace
var	String	out filename
var	String	xsl uri
var	String	rv
var	Stack	thread stack
var	TimedElement	target element
var	TimedElement	parent element
var	TimedElement	popped stack
var	TimedElement	task element
var	TimedElement	element
var	Task	key
var	Element	message element
var	Text	message text
file	int	qsort stack size
file	int	fallback qsort stack size
file	int	stack size
file	int	work done
file	int	work limit
file	boolean	first attempt
file	int[]	stack ll
file	int[]	stack hh
file	int[]	stack dd
file	int[]	main sort running order
file	int[]	main sort copy
file	boolean[]	main sort big done
file	int[]	ftab
file	char[]	quadrant
method	CBZip2OutputStream.Data	data
method	int	last
var	int[]	fmap
method	int[]	eclass
method	int	lo
method	int	hi
var	int	tmp
var	int	ec tmp
file	int	fallback qsort small thresh
method	int	zz1
method	int	zz2
var	int	zztmp
method	int	yyp1
method	int	yyp2
method	int	yyn
method	int	a
method	int	sp
method	int	lz
method	int	hz
method	int	lo st
method	int	hi st
var	int	un lo
var	int	lt lo
var	int	un hi
var	int	gt hi
var	long	r
var	int[]	s
var	long	r3
var	long	med
method	byte[]	block
method	int	nblock
var	int	cc1
var	int	n not done
var	int	n bhtab
var	BitSet	bhtab
file	int[]	incs
method	CBZip2OutputStream.Data	data shadow
method	int	last shadow
var	int	big n
var	int	hp
var	int	last plus1
var	boolean	first attempt shadow
var	int	work limit shadow
var	int	work done shadow
var	int	mj
var	int	vd
var	boolean	once runned
file	int	small thresh
file	int	depth thresh
file	int	work factor
method	int	d st
var	int	d1
var	int	med
var	int	temp
file	int	setmask
file	int	clearmask
var	int[]	running order
var	int[]	copy
var	boolean[]	big done
var	int	vv
var	int	ro
var	int	ss
var	int	sb
var	int	ftab sb
var	int	fmap j
var	int	hj
var	int	bb start
var	int	bb size
var	int	shifts
var	int	a2update
var	char	q val
file	int	base block size
file	int	max alpha size
file	int	max code len
file	int	runa
file	int	runb
file	int	n groups
file	int	g size
file	int	n iters
file	int	max selectors
file	int	num overshoot bytes
file	int[]	r nums
file	int	orig ptr
file	int	block size100k
file	boolean	block randomised
file	int	bs buff
file	int	bs live
file	CRC	crc
file	int	n in use
file	boolean	decompress concatenated
file	int	current char
file	int	start block state
file	int	rand part a state
file	int	rand part b state
file	int	rand part c state
file	int	no rand part a state
file	int	no rand part b state
file	int	no rand part c state
file	int	current state
file	int	stored block crc
file	int	stored combined crc
file	int	computed block crc
file	int	computed combined crc
file	int	su count
file	int	su ch2
file	int	su ch prev
file	int	su i2
file	int	su j2
file	int	su r n to go
file	int	su r t pos
file	int	su t pos
file	char	su z
file	CBZip2InputStream.Data	data
method	byte[]	dest
method	int	offs
var	int	dest offs
var	boolean[]	in use
var	byte[]	seq to unseq
var	int	n in use shadow
var	int	ret char
method	boolean	is first stream
var	int	magic0
var	int	magic1
var	int	magic2
var	int	block size
var	char	magic0
var	char	magic1
var	char	magic2
var	char	magic3
var	char	magic4
var	char	magic5
var	InputStream	in shadow
var	int	bs live shadow
var	int	bs buff shadow
var	int	thech
method	int[]	limit
method	int[]	base
method	int[]	perm
method	char[]	length
method	int	max len
method	int	alpha size
var	int	pp
var	int	nb
var	int	vec
var	Data	data shadow
var	byte[]	pos
var	byte[]	selector
var	byte[]	selector mtf
var	int	in use16
var	int	i16
var	int	n selectors
var	byte	tmp
var	char[][]	len
var	int	curr
var	char[]	len t
var	int[]	min lens
var	int[][]	limit
var	int[][]	base
var	int[][]	perm
var	char	lent
var	byte[]	ll8
var	int[]	unzftab
var	char[]	yy
var	int	limit last
var	int	group no
var	int	group pos
var	int	eob
var	int	next sym
var	int	zt
var	int[]	base zt
var	int[]	limit zt
var	int[]	perm zt
var	int	min lens zt
var	char	tmp
var	int	zn
var	int	zvec
var	int	s
var	byte	ch
var	int[]	cftab
var	int[]	tt
var	int	su ch2 shadow
file	char[]	get and move to front decode yy
file	char[][]	temp char array2d
file	byte[]	recv decoding tables pos
var	int[]	tt shadow
file	int	min blocksize
file	int	max blocksize
file	int	greater icost
file	int	lesser icost
method	char[]	len
method	int[]	freq
var	int[]	heap
var	int[]	weight
var	int[]	parent
var	int	n nodes
var	int	n heap
var	int	zz
var	int	n1
var	int	yy
var	int	n2
var	int	weight n1
var	int	weight n2
var	int	weight tmp
var	int	parent k
var	boolean	too long
method	byte[]	len
method	Data	dat
file	int	n mtf
file	int	run length
file	int	block crc
file	int	combined crc
file	int	allowable block size
file	Data	data
file	BlockSort	block sorter
method	long	input length
var	int	current char shadow
var	int	run length shadow
var	OutputStream	out shadow
method	int[]	code
method	byte[]	length
method	int	u
var	byte[][]	len
var	byte[]	len t
var	int[]	mtf freq
var	int	rem f
var	int	gs
var	int	t freq
var	int	ge
var	int	a freq
var	byte[]	len np
var	int	n part
var	int[][]	rfreq
var	int[]	fave
var	short[]	cost
var	char[]	sfmap
var	byte[]	len 0
var	byte[]	len 1
var	byte[]	len 2
var	byte[]	len 3
var	byte[]	len 4
var	byte[]	len 5
var	int	n mtf shadow
var	int[]	rfreqt
var	int	icv
var	short	cost0
var	short	cost1
var	short	cost2
var	short	cost3
var	short	cost4
var	short	cost5
var	int	bt
var	int	cost t
var	int	bc
var	int[]	rfreq bt
var	int	iter
var	byte	ll i
var	byte	tmp2
var	int[][]	code
var	boolean[]	in use16
var	int	lti
var	int	sel ctr
var	int	selector sel ctr
var	int[]	code sel ctr
var	byte[]	len sel ctr
var	int	sfmap i
var	byte[]	unseq to seq
var	byte[]	yy
var	int	wr
var	int	z pend
file	byte[]	generate mtf values yy
file	byte[][]	send mtf values len
file	int[][]	send mtf values rfreq
file	int[]	send mtf values fave
file	short[]	send mtf values cost
file	int[][]	send mtf values code
file	byte[]	send mtf values2 pos
file	boolean[]	sent mtf values4 in use16
file	int[]	crc32 table
method	int	new crc
method	int	in ch
method	int	repeat
var	int	global crc shadow
file	int	global crc
file	String	default host
file	int	default port
file	Vector	replyto
file	Vector	to
file	Vector	cc
file	Vector	headers keys
file	Vector	headers values
file	MailPrintStream	out
file	SmtpResponseReader	in
file	Socket	socket
file	int	ok ready
file	int	ok helo
file	int	ok from
file	int	ok rcpt 1
file	int	ok rcpt 2
file	int	ok data
file	int	ok dot
file	int	ok quit
method	String	rto
method	String	cc
method	String	bcc
method	String	subj
var	int[]	ok
file	boolean	is extended
file	int	default rcdsize
file	int	default blksize
file	OutputStream	out stream
file	int	record size
file	int	recs per block
file	byte[]	block buffer
file	int	curr blk idx
file	int	curr rec idx
method	byte[]	record
var	byte[]	result
var	int	bytes needed
var	long	num bytes
file	int	format oldgnu
file	int	format posix
file	int	namelen
file	int	modelen
file	int	uidlen
file	int	gidlen
file	long	maxid
file	int	chksumlen
file	int	sizelen
file	long	maxsize
file	int	magic offset
file	int	magiclen
file	int	pure magiclen
file	int	version offset
file	int	versionlen
file	int	modtimelen
file	int	unamelen
file	int	gnamelen
file	int	devlen
file	int	prefixlen
file	int	atimelen gnu
file	int	ctimelen gnu
file	int	offsetlen gnu
file	int	longnameslen gnu
file	int	pad2 len gnu
file	int	sparselen gnu
file	int	isextendedlen gnu
file	int	realsizelen gnu
file	int	sparselen gnu sparse
file	int	isextendedlen gnu sparse
file	byte	lf oldnorm
file	byte	lf normal
file	byte	lf link
file	byte	lf symlink
file	byte	lf chr
file	byte	lf blk
file	byte	lf dir
file	byte	lf fifo
file	byte	lf contig
file	byte	lf gnutype longlink
file	byte	lf gnutype longname
file	byte	lf gnutype sparse
file	byte	lf pax extended header lc
file	byte	lf pax extended header uc
file	byte	lf pax global extended header
file	String	tmagic
file	String	magic posix
file	String	version posix
file	String	gnu tmagic
file	String	version gnu space
file	String	version gnu zero
file	String	gnu longlink
file	long	user id
file	long	group id
file	byte	link flag
file	String	link name
file	String	magic
file	int	dev major
file	int	dev minor
file	long	real size
file	int	max namelen
file	int	millis per second
var	boolean	is dir
var	String	normalized name
method	TarEntry	it
method	Object	it
method	TarEntry	desc
method	int	user id
method	int	group id
method	Date	time
method	int	dev no
var	TarEntry[]	result
method	byte[]	outbuf
method	ZipEncoding	encoding
method	boolean	star mode
var	int	cs offset
var	long	chk
method	long	value
method	byte[]	header
method	boolean	old style
var	String	osname
var	char	ch1
var	char	ch2
var	byte[]	buffer1
method	int	offset1
method	int	length1
method	byte[]	buffer2
method	int	offset2
method	int	length2
method	boolean	ignore trailing nulls
file	int	large buffer size
file	byte[]	skip buf
file	byte[]	small buf
file	boolean	has hit eof
file	long	entry size
file	long	entry offset
file	byte[]	read buf
file	TarBuffer	buffer
file	TarEntry	curr entry
file	byte[]	one buf
method	long	num to skip
var	int	real skip
var	int	num read
method	int	mark limit
var	long	skipped
var	byte[]	header buf
var	IOException	ioe
var	byte[]	long link data
var	byte[]	long name data
var	ByteArrayOutputStream	long name
var	byte[]	l
var	Map	headers
var	ByteArrayOutputStream	coll
var	String	keyword
var	int	rest len
var	byte[]	rest
var	int	got
var	TarArchiveSparseEntry	entry
method	int	num to read
var	int	total read
var	byte[]	new buf
var	byte[]	rec
var	int	rec len
file	int	longfile error
file	int	longfile truncate
file	int	longfile gnu
file	int	longfile posix
file	int	bignumber error
file	int	bignumber star
file	int	bignumber posix
file	long	curr size
file	String	curr name
file	long	curr bytes
file	byte[]	record buf
file	int	assem len
file	byte[]	assem buf
file	int	long file mode
file	int	big number mode
file	boolean	have unclosed entry
