Domain	Type	Name
file	String	BSF_PACKAGE
file	String	BSF_MANAGER
file	String	BSF_SCRIPT_RUNNER
file	String[]	BSF_LANGUAGES
file	Map	BSF_LANGUAGE_MAP
var	int	i
method	ClassLoader	loader
method	String	className
method	String	className
method	ClassLoader	loader
method	String	language
var	ClassLoader	myLoader
var	AntClassLoader	fixLoader
var	File	bsfSource
var	boolean	needMoveRunner
var	String	languageClassName
var	boolean	needMoveBsf
file	boolean	keepEngine
file	String	language
file	String	script
file	Project	project
file	ClassLoader	scriptLoader
file	Map	beans
method	Map	dictionary
var	String	key
var	Object	val
var	Iterator	i
method	String	key
method	Object	bean
var	boolean	isValid
var	int	i
method	String	execName
method	String	execName
method	String	language
method	ClassLoader	classLoader
method	boolean	keepEngine
method	File	file
var	String	filename
method	Reader	reader
method	String	name
var	BufferedReader	in
method	Resource	sourceResource
var	String	name
var	InputStream	in
method	ResourceCollection	collection
var	Resource	resource
method	String	text
method	Project	project
method	ProjectComponent	component
method	ProjectComponent	component
var	ClassLoader	origContextClassLoader
method	ClassLoader	origLoader
file	String	AUTO
file	String	OATAU
file	String	UTIL_OPT
file	String	BSF
file	String	BSF_PACK
file	String	BSF_MANAGER
file	String	BSF_RUNNER
file	String	JAVAX
file	String	JAVAX_MANAGER
file	String	JAVAX_RUNNER
file	Project	project
file	String	manager
file	String	language
file	ClassLoader	scriptLoader
method	String	manager
method	String	language
method	ClassLoader	classLoader
var	ScriptRunnerBase	ret
method	String	checkManager
method	String	managerClass
method	String	runnerClass
var	ScriptRunnerBase	runner
file	ClasspathUtils.Delegate	cpDelegate
file	File	srcFile
file	String	manager
file	String	language
file	String	text
file	boolean	setBeans
file	ProjectComponent	projectComponent
file	ClassLoader	scriptLoader
file	Union	resources
method	ProjectComponent	component
var	ScriptRunnerBase	runner
method	Path	classpath
method	Reference	r
method	File	file
method	String	text
method	String	manager
method	String	language
method	boolean	setBeans
method	ClassLoader	loader
method	ResourceCollection	resource
file	Task	task
file	FileUtils	FILE_UTILS
file	File	destDir
method	String[]	files
method	File	srcDir
method	File	destDir
method	FileNameMapper	mapper
method	String[]	files
method	File	srcDir
method	File	destDir
method	FileNameMapper	mapper
method	long	granularity
var	Vector	v
var	String	name
var	int	i
var	Resource[]	sourceresources
var	Resource[]	outofdate
var	String[]	result
var	int	counter
method	String[]	files
method	File	srcDir
method	File	destDir
method	FileNameMapper	mapper
method	String[]	files
method	File	srcDir
method	File	destDir
method	FileNameMapper	mapper
method	long	granularity
var	String[]	res
var	File[]	result
var	int	i
method	String	name
file	String[]	splitClasses
method	String	classname
method	boolean	resolve
var	Class	theClass
method	String	classname
var	String	simplename
var	int	i
file	int	NOT_A_CHAR
file	String	intraString
file	int	pushed
file	char[]	delims
file	boolean	delimsAreTokens
file	boolean	suppressDelims
file	boolean	includeDelims
method	String	delims
method	boolean	delimsAreTokens
method	boolean	suppressDelims
method	boolean	includeDelims
method	Reader	in
var	int	ch
var	boolean	inToken
var	StringBuffer	word
var	StringBuffer	padding
var	char	c
var	boolean	isDelim
method	char	ch
var	int	i
file	long	KILOBYTE
file	long	MEGABYTE
file	long	GIGABYTE
file	long	TERABYTE
file	long	PETABYTE
file	String	LINE_SEP
method	String	data
method	String	data
method	int	ch
var	Vector<String>	elems
var	int	pos
var	int	i
var	String	elem
method	String	data
method	String	from
method	String	to
method	Throwable	t
var	StringWriter	sw
var	PrintWriter	pw
method	StringBuffer	buffer
method	String	suffix
var	int	endIndex
var	int	bufferIndex
method	String	input
var	StringBuffer	b
var	boolean	backSlashSeen
var	char	c
var	int	i
method	String	humanSize
var	long	factor
var	char	s
var	char	c
var	int	trim
method	String	string
method	String	suffix
method	String	string
method	String	prefix
method	Collection<?>	collection
method	CharSequence	separator
method	Object[]	array
method	CharSequence	separator
method	CharSequence	separator
file	FileUtils	FILE_UTILS
file	SymbolicLinkUtils	PRIMARY_INSTANCE
method	File	file
method	String	name
method	File	parent
method	String	name
var	File	toTest
method	String	name
method	File	file
method	File	parent
method	String	name
var	File	f
var	String	localName
var	String[]	c
method	File	d
method	String	n
method	File	link
method	Task	task
var	File	target
var	File	temp
var	boolean	renamedTarget
var	boolean	success
var	String	msg
file	Task	task
method	String	message
method	String	message
method	String	message
method	String	message
method	String	message
file	OutputStream	left
file	OutputStream	right
method	byte[]	b
method	byte[]	b
method	int	off
method	int	len
method	int	b
method	Watchdog	w
method	Reader	in
method	char	ch
var	StringBuffer	unicodeBuf
var	String	s
var	int	i
method	String	name
var	String	var
file	int	DEFAULT_MODE
file	int	MAX_CHARS_PER_LINE
file	int	INPUT_BUFFER_SIZE
file	OutputStream	out
file	String	name
method	InputStream	is
method	OutputStream	out
var	byte[]	buffer
var	int	count
var	int	pos
var	int	num
method	String	n
var	PrintStream	writer
method	byte[]	data
method	int	offset
method	int	length
method	OutputStream	out
var	byte	a
var	byte	b
var	byte	c
var	byte	d1
var	byte	d2
var	byte	d3
var	byte	d4
var	int	i
file	long	serialVersionUID
file	HashSet<E>	set
var	E	e
method	E	o
method	int	index
method	E	o
method	int	index
method	E	o
var	int	count
method	E	o
method	Collection<? extends E>	c
var	boolean	changed
var	E	e
method	int	index
method	Collection<? extends E>	c
var	LinkedList	toAdd
var	E	e
var	int	count
var	Object	o
var	VectorSet<E>	vs
method	Object	o
method	Collection<?>	c
method	E	o
method	int	index
method	int	index
var	E	o
method	Object	o
method	Object	o
var	int	index
method	Collection<?>	c
var	boolean	changed
var	Object	o
method	Object	o
method	int	index
method	int	fromIndex
method	int	toIndex
method	Collection<?>	c
var	LinkedList<E>	l
var	E	o
method	int	index
method	E	o
var	E	orig
var	int	oldIndexOfO
method	E	o
method	int	index
file	Vector	observers
file	long	timeout
file	boolean	stopped
file	String	ERROR_INVALID_TIMEOUT
method	TimeoutObserver	to
method	TimeoutObserver	to
var	Enumeration	e
var	Thread	t
var	long	now
var	long	until
file	WeakReference	weakref
method	Object	object
file	Task	task
file	Object	notify
file	boolean	finished
file	BuildException	buildException
file	Throwable	exception
file	String	ERROR_NO_TASK
method	long	timeout
var	long	start
var	long	end
var	long	now
var	BuildException	ex
method	Throwable	thrown
file	String	PROPERTY_SCHEMA_LOCATION
file	String	PROPERTY_NO_NAMESPACE_SCHEMA_LOCATION
file	String	FEATURE_XSD_FULL_VALIDATION
file	String	FEATURE_XSD
file	String	FEATURE_VALIDATION
file	String	FEATURE_NAMESPACES
file	String	FEATURE_JAXP12_SCHEMA_LANGUAGE
file	String	FEATURE_JAXP12_SCHEMA_SOURCE
file	String	URI_XSD
file	String	FEATURE_EXTERNAL_ENTITIES
file	String	FEATURE_DISALLOW_DTD
file	Document	doc
file	DocumentFragment	fragment
method	String	s
method	String	uri
method	String	name
method	String	qName
var	Element	e
method	Node	n
method	String	s
var	Text	t
file	Element	e
method	String	s
method	String	uri
method	String	name
method	String	qName
method	String	value
method	String	uri
method	String	name
method	String	qName
var	Element	e2
file	int	msgOutputLevel
file	PrintStream	outStream
file	DocumentBuilder	builder
file	String	BUILD_TAG
file	String	TARGET_TAG
file	String	TASK_TAG
file	String	MESSAGE_TAG
file	String	NAME_ATTR
file	String	TIME_ATTR
file	String	PRIORITY_ATTR
file	String	LOCATION_ATTR
file	String	ERROR_ATTR
file	String	STACKTRACE_TAG
file	Document	doc
file	Hashtable<Task, TimedElement>	tasks
file	Hashtable<Target, TimedElement>	targets
file	Hashtable<Thread, Stack<TimedElement>>	threadStacks
file	TimedElement	buildElement
file	long	startTime
file	Element	element
method	BuildEvent	event
method	BuildEvent	event
var	long	totalTime
var	Throwable	t
var	Text	errText
var	Element	stacktrace
var	String	outFilename
var	String	xslUri
var	Writer	out
var	OutputStream	stream
method	BuildEvent	event
method	String	propertyName
method	String	defaultValue
var	String	rv
var	Stack<TimedElement>	threadStack
method	BuildEvent	event
var	Target	target
var	TimedElement	targetElement
method	BuildEvent	event
var	Target	target
var	TimedElement	targetElement
var	long	totalTime
var	TimedElement	parentElement
var	Stack<TimedElement>	threadStack
var	TimedElement	poppedStack
method	BuildEvent	event
var	TimedElement	taskElement
var	Task	task
var	String	name
method	BuildEvent	event
var	Task	task
var	TimedElement	taskElement
var	long	totalTime
var	Target	target
var	TimedElement	targetElement
var	Stack<TimedElement>	threadStack
var	TimedElement	poppedStack
method	Task	task
var	TimedElement	element
var	Task	key
var	Enumeration<Task>	e
method	BuildEvent	event
var	int	priority
var	Element	messageElement
var	String	name
var	Throwable	ex
var	Text	errText
var	Element	stacktrace
var	Text	messageText
var	TimedElement	parentElement
var	Task	task
var	Target	target
method	int	level
method	PrintStream	output
method	boolean	emacsMode
method	PrintStream	err
method	Node	parent
method	Node	child
file	int	QSORT_STACK_SIZE
file	int	FALLBACK_QSORT_STACK_SIZE
file	int	STACK_SIZE
file	int	workDone
file	int	workLimit
file	boolean	firstAttempt
file	int[]	stack_ll
file	int[]	stack_hh
file	int[]	stack_dd
file	int[]	mainSort_runningOrder
file	int[]	mainSort_copy
file	boolean[]	mainSort_bigDone
file	int[]	ftab
file	char[]	quadrant
method	CBZip2OutputStream.Data	data
method	int	last
var	int[]	fmap
var	int	i
method	CBZip2OutputStream.Data	data
method	int	last
var	int	i
var	int	i
method	int[]	fmap
method	int[]	eclass
method	int	lo
method	int	hi
var	int	j
var	int	tmp
var	int	ec_tmp
var	int	i
var	int	tmp
var	int	ec_tmp
var	int	i
file	int	FALLBACK_QSORT_SMALL_THRESH
method	int[]	fmap
method	int	zz1
method	int	zz2
var	int	zztmp
method	int[]	fmap
method	int	yyp1
method	int	yyp2
method	int	yyn
method	int	a
method	int	b
method	int	sp
method	int	lz
method	int	hz
method	int	sp
method	int[]	fmap
method	int[]	eclass
method	int	loSt
method	int	hiSt
var	int	lo
var	int	unLo
var	int	ltLo
var	int	hi
var	int	unHi
var	int	gtHi
var	int	n
var	long	r
var	int	sp
var	int[]	s
var	long	r3
var	long	med
var	int	m
file	int[]	eclass
method	int[]	fmap
method	byte[]	block
method	int	nblock
var	int[]	ftab
var	int	H
var	int	i
var	int	j
var	int	k
var	int	l
var	int	r
var	int	cc
var	int	cc1
var	int	nNotDone
var	int	nBhtab
var	int[]	eclass
var	BitSet	bhtab
file	int[]	INCS
method	CBZip2OutputStream.Data	dataShadow
method	int	lo
method	int	hi
method	int	d
method	int	lastShadow
var	int	bigN
var	int	hp
var	int[]	fmap
var	char[]	quadrant
var	byte[]	block
var	int	lastPlus1
var	boolean	firstAttemptShadow
var	int	workLimitShadow
var	int	workDoneShadow
var	int	h
var	int	mj
var	int	v
var	int	vd
var	int	j
var	boolean	onceRunned
var	int	a
var	int	i1
var	int	i2
var	int	x
var	int	k
var	int	i
method	int[]	fmap
method	int	p1
method	int	p2
method	int	n
var	int	t
method	byte	a
method	byte	b
method	byte	c
file	int	SMALL_THRESH
file	int	DEPTH_THRESH
file	int	WORK_FACTOR
method	CBZip2OutputStream.Data	dataShadow
method	int	loSt
method	int	hiSt
method	int	dSt
method	int	last
var	int[]	stack_ll
var	int[]	stack_hh
var	int[]	stack_dd
var	int[]	fmap
var	byte[]	block
var	int	lo
var	int	hi
var	int	d
var	int	d1
var	int	med
var	int	unLo
var	int	unHi
var	int	ltLo
var	int	gtHi
var	int	n
var	int	temp
var	int	n
var	int	temp
var	int	temp
var	int	n
var	int	m
var	int	sp
file	int	SETMASK
file	int	CLEARMASK
method	CBZip2OutputStream.Data	dataShadow
method	int	lastShadow
var	int[]	runningOrder
var	int[]	copy
var	boolean[]	bigDone
var	int[]	ftab
var	byte[]	block
var	int[]	fmap
var	char[]	quadrant
var	int	workLimitShadow
var	boolean	firstAttemptShadow
var	int	i
var	int	i
var	int	i
var	int	c1
var	int	c2
var	int	i
var	int	i
var	int	c2
var	int	i
var	int	i
var	int	vv
var	int	a
var	int	b
var	int	j
var	int	ro
var	int	i
var	int	h
var	int	ss
var	int	sb
var	int	ftab_sb
var	int	lo
var	int	hi
var	int	j
var	int	j
var	int	fmap_j
var	int	j
var	int	hj
var	int	j
var	int	bbStart
var	int	bbSize
var	int	shifts
var	int	a2update
var	char	qVal
var	int	j
var	int	i
file	int	baseBlockSize
file	int	MAX_ALPHA_SIZE
file	int	MAX_CODE_LEN
file	int	RUNA
file	int	RUNB
file	int	N_GROUPS
file	int	G_SIZE
file	int	N_ITERS
file	int	MAX_SELECTORS
file	int	NUM_OVERSHOOT_BYTES
file	int[]	rNums
file	int	last
file	int	origPtr
file	int	blockSize100k
file	boolean	blockRandomised
file	int	bsBuff
file	int	bsLive
file	CRC	crc
file	int	nInUse
file	InputStream	in
file	boolean	decompressConcatenated
file	int	currentChar
file	int	EOF
file	int	START_BLOCK_STATE
file	int	RAND_PART_A_STATE
file	int	RAND_PART_B_STATE
file	int	RAND_PART_C_STATE
file	int	NO_RAND_PART_A_STATE
file	int	NO_RAND_PART_B_STATE
file	int	NO_RAND_PART_C_STATE
file	int	currentState
file	int	storedBlockCRC
file	int	storedCombinedCRC
file	int	computedBlockCRC
file	int	computedCombinedCRC
file	int	su_count
file	int	su_ch2
file	int	su_chPrev
file	int	su_i2
file	int	su_j2
file	int	su_rNToGo
file	int	su_rTPos
file	int	su_tPos
file	char	su_z
file	CBZip2InputStream.Data	data
method	byte[]	dest
method	int	offs
method	int	len
var	int	hi
var	int	destOffs
var	int	b
var	boolean[]	inUse
var	byte[]	seqToUnseq
var	int	nInUseShadow
var	int	i
var	int	retChar
method	boolean	isFirstStream
var	int	magic0
var	int	magic1
var	int	magic2
var	int	blockSize
var	char	magic0
var	char	magic1
var	char	magic2
var	char	magic3
var	char	magic4
var	char	magic5
var	InputStream	inShadow
method	int	n
var	int	bsLiveShadow
var	int	bsBuffShadow
var	InputStream	inShadow
var	int	thech
var	int	bsLiveShadow
var	int	bsBuffShadow
var	int	thech
method	int[]	limit
method	int[]	base
method	int[]	perm
method	char[]	length
method	int	minLen
method	int	maxLen
method	int	alphaSize
var	int	j
var	int	i
var	int	pp
var	int	i
var	int	i
var	int	i
var	int	b
var	int	nb
var	int	i
var	int	vec
var	int	b
var	int	i
var	Data	dataShadow
var	boolean[]	inUse
var	byte[]	pos
var	byte[]	selector
var	byte[]	selectorMtf
var	int	inUse16
var	int	i
var	int	i
var	int	i16
var	int	j
var	int	i
var	int	alphaSize
var	int	nGroups
var	int	nSelectors
var	int	j
var	int	i
var	int	v
var	int	v
var	byte	tmp
var	int	i
var	char[][]	len
var	int	curr
var	char[]	len_t
var	int	i
var	int	t
method	int	alphaSize
method	int	nGroups
var	Data	dataShadow
var	char[][]	len
var	int[]	minLens
var	int[][]	limit
var	int[][]	base
var	int[][]	perm
var	int	minLen
var	int	maxLen
var	char[]	len_t
var	char	lent
var	int	i
var	int	t
var	InputStream	inShadow
var	Data	dataShadow
var	byte[]	ll8
var	int[]	unzftab
var	byte[]	selector
var	byte[]	seqToUnseq
var	char[]	yy
var	int[]	minLens
var	int[][]	limit
var	int[][]	base
var	int[][]	perm
var	int	limitLast
var	int	i
var	int	groupNo
var	int	groupPos
var	int	eob
var	int	nextSym
var	int	bsBuffShadow
var	int	bsLiveShadow
var	int	lastShadow
var	int	zt
var	int[]	base_zt
var	int[]	limit_zt
var	int[]	perm_zt
var	int	minLens_zt
var	char	tmp
var	int	j
var	int	zn
var	int	thech
var	int	zvec
var	int	thech
var	int	s
var	int	zn
var	int	thech
var	int	zvec
var	int	thech
var	int	n
var	byte	ch
method	int	groupNo
var	InputStream	inShadow
var	Data	dataShadow
var	int	zt
var	int[]	limit_zt
var	int	zn
var	int	zvec
var	int	bsLiveShadow
var	int	bsBuffShadow
var	int	thech
var	int[]	cftab
var	int[]	tt
var	byte[]	ll8
var	int	i
var	int	c
var	int	i
var	int	lastShadow
var	int	su_ch2Shadow
var	int	su_ch2Shadow
var	int	su_ch2Shadow
file	boolean[]	inUse
file	byte[]	seqToUnseq
file	byte[]	selector
file	byte[]	selectorMtf
file	int[]	unzftab
file	int[][]	limit
file	int[][]	base
file	int[][]	perm
file	int[]	minLens
file	int[]	cftab
file	char[]	getAndMoveToFrontDecode_yy
file	char[][]	temp_charArray2d
file	byte[]	recvDecodingTables_pos
file	int[]	tt
file	byte[]	ll8
method	int	length
var	int[]	ttShadow
file	int	MIN_BLOCKSIZE
file	int	MAX_BLOCKSIZE
file	int	SETMASK
file	int	CLEARMASK
file	int	GREATER_ICOST
file	int	LESSER_ICOST
file	int	SMALL_THRESH
file	int	DEPTH_THRESH
file	int	WORK_FACTOR
file	int	QSORT_STACK_SIZE
file	int[]	INCS
method	char[]	len
method	int[]	freq
method	int	alphaSize
method	int	maxLen
var	int[]	heap
var	int[]	weight
var	int[]	parent
var	int	i
var	int	nNodes
var	int	nHeap
var	int	zz
var	int	tmp
var	int	i
var	int	n1
var	int	yy
var	int	zz
var	int	tmp
var	int	n2
var	int	weight_n1
var	int	weight_n2
var	int	weight_tmp
var	int	j
var	int	k
var	int	parent_k
var	int	i
var	int	j
var	int	i
var	boolean	tooLong
method	byte[]	len
method	int[]	freq
method	Data	dat
method	int	alphaSize
method	int	maxLen
var	int[]	heap
var	int[]	weight
var	int[]	parent
var	int	i
var	int	nNodes
var	int	nHeap
var	int	zz
var	int	tmp
var	int	i
var	int	n1
var	int	yy
var	int	zz
var	int	tmp
var	int	n2
var	int	weight_n1
var	int	weight_n2
var	int	weight_tmp
var	int	j
var	int	k
var	int	parent_k
var	int	i
var	int	j
var	int	i
var	boolean	tooLong
file	int	last
file	int	blockSize100k
file	int	bsBuff
file	int	bsLive
file	CRC	crc
file	int	nInUse
file	int	nMTF
file	int	currentChar
file	int	runLength
file	int	blockCRC
file	int	combinedCRC
file	int	allowableBlockSize
file	Data	data
file	BlockSort	blockSorter
file	OutputStream	out
method	long	inputLength
method	int	b
var	int	lastShadow
var	int	currentCharShadow
var	Data	dataShadow
var	byte	ch
var	int	runLengthShadow
var	byte[]	block
var	byte[]	block
var	OutputStream	outShadow
var	OutputStream	outShadow
var	boolean[]	inUse
var	int	i
method	byte[]	buf
method	int	offs
method	int	len
var	int	hi
method	int	b
method	int[]	code
method	byte[]	length
method	int	minLen
method	int	maxLen
method	int	alphaSize
var	int	vec
var	int	i
var	int	n
var	int	ch
method	int	n
method	int	v
var	OutputStream	outShadow
var	int	bsLiveShadow
var	int	bsBuffShadow
method	int	c
method	int	u
var	byte[][]	len
var	int	alphaSize
var	byte[]	len_t
var	int	v
var	int	t
var	int	nGroups
var	int	nSelectors
method	int	nGroups
method	int	alphaSize
var	byte[][]	len
var	int[]	mtfFreq
var	int	remF
var	int	gs
var	int	tFreq
var	int	ge
var	int	aFreq
var	int	a
var	byte[]	len_np
var	int	v
var	int	nPart
method	int	nGroups
method	int	alphaSize
var	Data	dataShadow
var	int[][]	rfreq
var	int[]	fave
var	short[]	cost
var	char[]	sfmap
var	byte[]	selector
var	byte[][]	len
var	byte[]	len_0
var	byte[]	len_1
var	byte[]	len_2
var	byte[]	len_3
var	byte[]	len_4
var	byte[]	len_5
var	int	nMTFShadow
var	int	nSelectors
var	int[]	rfreqt
var	int	i
var	int	t
var	int	ge
var	int	t
var	int	icv
var	int	t
var	int	i
var	short	cost0
var	short	cost1
var	short	cost2
var	short	cost3
var	short	cost4
var	short	cost5
var	int	icv
var	int	i
var	int	bt
var	int	cost_t
var	int	t
var	int	bc
var	int[]	rfreq_bt
var	int	i
var	int	gs
var	int	t
var	int	iter
method	int	nGroups
method	int	nSelectors
var	Data	dataShadow
var	byte[]	pos
var	int	i
var	byte	ll_i
var	byte	tmp
var	int	j
var	byte	tmp2
var	int	i
method	int	nGroups
method	int	alphaSize
var	int[][]	code
var	byte[][]	len
var	int	minLen
var	int	maxLen
var	byte[]	len_t
var	int	l
var	int	i
var	int	t
var	boolean[]	inUse
var	boolean[]	inUse16
var	int	i16
var	int	j
var	int	i
var	int	i
var	OutputStream	outShadow
var	int	bsLiveShadow
var	int	bsBuffShadow
var	int	i16
var	int	j
var	int	i
method	int	nGroups
method	int	nSelectors
var	OutputStream	outShadow
var	byte[]	selectorMtf
var	int	bsLiveShadow
var	int	bsBuffShadow
var	int	j
var	int	hj
var	int	i
method	int	nGroups
method	int	alphaSize
var	byte[][]	len
var	OutputStream	outShadow
var	int	bsLiveShadow
var	int	bsBuffShadow
var	byte[]	len_t
var	int	curr
var	int	lti
var	int	i
var	int	t
var	Data	dataShadow
var	byte[][]	len
var	int[][]	code
var	OutputStream	outShadow
var	byte[]	selector
var	char[]	sfmap
var	int	nMTFShadow
var	int	selCtr
var	int	bsLiveShadow
var	int	bsBuffShadow
var	int	ge
var	int	selector_selCtr
var	int[]	code_selCtr
var	byte[]	len_selCtr
var	int	sfmap_i
var	int	n
var	int	gs
var	int	lastShadow
var	Data	dataShadow
var	boolean[]	inUse
var	byte[]	block
var	int[]	fmap
var	char[]	sfmap
var	int[]	mtfFreq
var	byte[]	unseqToSeq
var	byte[]	yy
var	int	nInUseShadow
var	int	i
var	int	eob
var	int	i
var	int	i
var	int	wr
var	int	zPend
var	byte	ll_i
var	byte	tmp
var	int	j
var	byte	tmp2
var	int	i
file	boolean[]	inUse
file	byte[]	unseqToSeq
file	int[]	mtfFreq
file	byte[]	selector
file	byte[]	selectorMtf
file	byte[]	generateMTFValues_yy
file	byte[][]	sendMTFValues_len
file	int[][]	sendMTFValues_rfreq
file	int[]	sendMTFValues_fave
file	short[]	sendMTFValues_cost
file	int[][]	sendMTFValues_code
file	byte[]	sendMTFValues2_pos
file	boolean[]	sentMTFValues4_inUse16
file	int[]	heap
file	int[]	weight
file	int[]	parent
file	byte[]	block
file	int[]	fmap
file	char[]	sfmap
file	int	origPtr
var	int	n
file	int[]	crc32Table
method	int	newCrc
method	int	inCh
var	int	temp
method	int	inCh
method	int	repeat
var	int	globalCrcShadow
var	int	temp
file	int	globalCrc
file	String	DEFAULT_HOST
file	int	DEFAULT_PORT
file	String	host
file	int	port
file	String	from
file	Vector	replyto
file	Vector	to
file	Vector	cc
file	Vector	headersKeys
file	Vector	headersValues
file	MailPrintStream	out
file	SmtpResponseReader	in
file	Socket	socket
file	int	OK_READY
file	int	OK_HELO
file	int	OK_FROM
file	int	OK_RCPT_1
file	int	OK_RCPT_2
file	int	OK_DATA
file	int	OK_DOT
file	int	OK_QUIT
method	int	port
method	String	from
method	String	rto
method	String	to
method	String	cc
method	String	bcc
method	String	subj
method	String	name
method	String	value
method	Vector	v
var	StringBuffer	buf
var	Enumeration	e
var	int	size
var	String	name
var	String	value
var	int	i
method	String	s
var	int	paramDepth
var	int	start
var	int	end
var	int	len
var	char	c
var	int	i
var	String	response
var	int[]	ok
var	String	local
var	int[]	ok
method	String	from
var	int[]	ok
method	String	rcpt
var	int[]	ok
var	int[]	ok
var	int[]	ok
var	int[]	ok
method	String	msg
method	int[]	ok
var	String	response
method	String	response
method	int[]	ok
var	int	i
file	int	lastChar
method	int	b
method	byte[]	buf
method	int	off
method	int	len
var	int	i
method	int	b
method	String	s
var	int	len
var	int	i
file	BufferedReader	reader
file	StringBuffer	result
var	String	line
method	String	line
method	String	line
file	boolean	isExtended
var	int	offset
file	int	DEFAULT_RCDSIZE
file	int	DEFAULT_BLKSIZE
file	InputStream	inStream
file	OutputStream	outStream
file	int	blockSize
file	int	recordSize
file	int	recsPerBlock
file	byte[]	blockBuffer
file	int	currBlkIdx
file	int	currRecIdx
file	boolean	debug
method	boolean	debug
method	byte[]	record
var	int	i
var	int	sz
var	byte[]	result
var	int	offset
var	int	bytesNeeded
var	long	numBytes
method	byte[]	record
method	byte[]	buf
method	int	offset
file	int	FORMAT_OLDGNU
file	int	FORMAT_POSIX
file	int	NAMELEN
file	int	MODELEN
file	int	UIDLEN
file	int	GIDLEN
file	long	MAXID
file	int	CHKSUMLEN
file	int	SIZELEN
file	long	MAXSIZE
file	int	MAGIC_OFFSET
file	int	MAGICLEN
file	int	PURE_MAGICLEN
file	int	VERSION_OFFSET
file	int	VERSIONLEN
file	int	MODTIMELEN
file	int	UNAMELEN
file	int	GNAMELEN
file	int	DEVLEN
file	int	PREFIXLEN
file	int	ATIMELEN_GNU
file	int	CTIMELEN_GNU
file	int	OFFSETLEN_GNU
file	int	LONGNAMESLEN_GNU
file	int	PAD2LEN_GNU
file	int	SPARSELEN_GNU
file	int	ISEXTENDEDLEN_GNU
file	int	REALSIZELEN_GNU
file	int	SPARSELEN_GNU_SPARSE
file	int	ISEXTENDEDLEN_GNU_SPARSE
file	byte	LF_OLDNORM
file	byte	LF_NORMAL
file	byte	LF_LINK
file	byte	LF_SYMLINK
file	byte	LF_CHR
file	byte	LF_BLK
file	byte	LF_DIR
file	byte	LF_FIFO
file	byte	LF_CONTIG
file	byte	LF_GNUTYPE_LONGLINK
file	byte	LF_GNUTYPE_LONGNAME
file	byte	LF_GNUTYPE_SPARSE
file	byte	LF_PAX_EXTENDED_HEADER_LC
file	byte	LF_PAX_EXTENDED_HEADER_UC
file	byte	LF_PAX_GLOBAL_EXTENDED_HEADER
file	String	TMAGIC
file	String	MAGIC_POSIX
file	String	VERSION_POSIX
file	String	GNU_TMAGIC
file	String	VERSION_GNU_SPACE
file	String	VERSION_GNU_ZERO
file	String	GNU_LONGLINK
file	String	name
file	int	mode
file	long	userId
file	long	groupId
file	long	size
file	long	modTime
file	byte	linkFlag
file	String	linkName
file	String	magic
file	String	version
file	String	userName
file	String	groupName
file	int	devMajor
file	int	devMinor
file	boolean	isExtended
file	long	realSize
file	File	file
file	int	MAX_NAMELEN
file	int	DEFAULT_DIR_MODE
file	int	DEFAULT_FILE_MODE
file	int	MILLIS_PER_SECOND
var	String	user
var	boolean	isDir
var	String	normalizedName
var	int	nameLength
method	TarEntry	it
method	Object	it
method	TarEntry	desc
method	String	name
method	int	mode
method	String	link
method	int	userId
method	long	userId
method	int	groupId
method	long	groupId
method	String	userName
method	String	groupName
method	int	userId
method	int	groupId
method	String	userName
method	String	groupName
method	long	time
method	Date	time
method	long	size
method	int	devNo
method	int	devNo
var	String[]	list
var	TarEntry[]	result
var	int	i
method	byte[]	outbuf
method	byte[]	outbuf
method	ZipEncoding	encoding
method	boolean	starMode
var	int	offset
var	int	csOffset
var	int	c
var	long	chk
method	long	value
method	byte[]	outbuf
method	int	offset
method	int	length
method	boolean	starMode
method	byte[]	header
method	byte[]	header
method	ZipEncoding	encoding
method	byte[]	header
method	ZipEncoding	encoding
method	boolean	oldStyle
var	int	offset
var	int	type
var	String	prefix
method	String	fileName
method	boolean	preserveLeadingSlashes
var	String	osname
var	int	colon
var	char	ch1
var	char	ch2
method	byte[]	header
method	String	expected
method	byte[]	buffer
method	int	offset
method	int	length
var	byte[]	buffer1
method	byte[]	buffer1
method	int	offset1
method	int	length1
method	byte[]	buffer2
method	int	offset2
method	int	length2
method	boolean	ignoreTrailingNulls
var	int	minLen
var	int	i
var	int	i
var	int	i
file	int	SMALL_BUFFER_SIZE
file	int	BUFFER_SIZE
file	int	LARGE_BUFFER_SIZE
file	int	BYTE_MASK
file	byte[]	SKIP_BUF
file	byte[]	SMALL_BUF
file	boolean	debug
file	boolean	hasHitEOF
file	long	entrySize
file	long	entryOffset
file	byte[]	readBuf
file	TarBuffer	buffer
file	TarEntry	currEntry
file	byte[]	oneBuf
file	ZipEncoding	encoding
method	boolean	debug
method	long	numToSkip
var	long	skip
var	int	realSkip
var	int	numRead
method	int	markLimit
var	long	numToSkip
var	long	skipped
var	byte[]	headerBuf
var	IOException	ioe
var	byte[]	longLinkData
var	byte[]	longNameData
var	ByteArrayOutputStream	longName
var	int	length
var	byte[]	longNameData
var	byte[]	l
var	byte[]	headerBuf
var	Map<String, String>	headers
method	InputStream	i
var	Map<String, String>	headers
var	int	ch
var	int	len
var	int	read
var	ByteArrayOutputStream	coll
var	String	keyword
var	int	restLen
var	byte[]	rest
var	int	got
var	String	value
